fips,county,date,unemployment_rate
48319,Mason,2026-06-01,4.2
48321,Matagorda,2026-06-01,6.3
48323,Maverick,2026-06-01,8.7
48325,Medina,2026-06-01,4.9
48327,Menard,2026-06-01,4.8
48329,Midland,2026-06-01,3.6
48331,Milam,2026-06-01,4.8
48333,Mills,2026-06-01,4
48335,Mitchell,2026-06-01,3.7
48337,Montague,2026-06-01,4.8
48339,Montgomery,2026-06-01,4.9
48341,Moore,2026-06-01,3.7
48343,Morris,2026-06-01,6.4
48345,Motley,2026-06-01,5.1
48347,Nacogdoches,2026-06-01,5.7
48349,Navarro,2026-06-01,5.5
48351,Newton,2026-06-01,6.7
48353,Nolan,2026-06-01,4.6
48355,Nueces,2026-06-01,5
48357,Ochiltree,2026-06-01,3.8
48359,Oldham,2026-06-01,3.7
48361,Orange,2026-06-01,5.7
48363,Palo Pinto,2026-06-01,4.7
48365,Panola,2026-06-01,6
48367,Parker,2026-06-01,4.1
48369,Parmer,2026-06-01,3.5
48371,Pecos,2026-06-01,5.1
48373,Polk,2026-06-01,5.5
48375,Potter,2026-06-01,4.8
48377,Presidio,2026-06-01,6.9
48379,Rains,2026-06-01,4.9
48381,Randall,2026-06-01,3.6
48383,Reagan,2026-06-01,4.9
48385,Real,2026-06-01,5.1
48387,Red River,2026-06-01,5.9
48389,Reeves,2026-06-01,4.3
48391,Refugio,2026-06-01,5.5
48393,Roberts,2026-06-01,5.2
48395,Robertson,2026-06-01,4.9
48397,Rockwall,2026-06-01,4.3
48399,Runnels,2026-06-01,4.1
48401,Rusk,2026-06-01,5.3
48403,Sabine,2026-06-01,7.6
48405,San Augustine,2026-06-01,6.2
48407,San Jacinto,2026-06-01,6
48409,San Patricio,2026-06-01,5.6
48411,San Saba,2026-06-01,4.8
48413,Schleicher,2026-06-01,5.2
48415,Scurry,2026-06-01,4.8
48417,Shackelford,2026-06-01,3.9
48419,Shelby,2026-06-01,5.7
48421,Sherman,2026-06-01,3.4
48423,Smith,2026-06-01,4.5
48425,Somervell,2026-06-01,5.3
48427,Starr,2026-06-01,10.2
48429,Stephens,2026-06-01,4.9
48431,Sterling,2026-06-01,3.8
48433,Stonewall,2026-06-01,2.5
48435,Sutton,2026-06-01,7.5
48437,Swisher,2026-06-01,4.7
48439,Tarrant,2026-06-01,4.7
48441,Taylor,2026-06-01,4
48443,Terrell,2026-06-01,4.3
48445,Terry,2026-06-01,5.2
48447,Throckmorton,2026-06-01,5
48449,Titus,2026-06-01,5
48451,Tom Green,2026-06-01,3.9
48453,Travis,2026-06-01,4
48455,Trinity,2026-06-01,6.5
48457,Tyler,2026-06-01,6.6
48459,Upshur,2026-06-01,5.1
48461,Upton,2026-06-01,2.2
48463,Uvalde,2026-06-01,5.4
48465,Val Verde,2026-06-01,6.2
48467,Van Zandt,2026-06-01,4.8
48469,Victoria,2026-06-01,4.8
48471,Walker,2026-06-01,5.2
48473,Waller,2026-06-01,6.2
48475,Ward,2026-06-01,4.1
48477,Washington,2026-06-01,4.5
48479,Webb,2026-06-01,5.1
48481,Wharton,2026-06-01,5.4
48483,Wheeler,2026-06-01,4.3
48485,Wichita,2026-06-01,4.7
48487,Wilbarger,2026-06-01,4.4
48489,Willacy,2026-06-01,7.6
48491,Williamson,2026-06-01,4.2
48493,Wilson,2026-06-01,4.5
48495,Winkler,2026-06-01,3.7
48497,Wise,2026-06-01,4.4
48499,Wood,2026-06-01,5.5
48501,Yoakum,2026-06-01,4.7
48503,Young,2026-06-01,3.9
48505,Zapata,2026-06-01,7.8
48507,Zavala,2026-06-01,7.3
48001,Anderson,2026-07-01,5.1
48003,Andrews,2026-07-01,3.8
48005,Angelina,2026-07-01,5.3
48007,Aransas,2026-07-01,5.2
48009,Archer,2026-07-01,3.9
48011,Armstrong,2026-07-01,3.4
48013,Atascosa,2026-07-01,5
48015,Austin,2026-07-01,4.5
48017,Bailey,2026-07-01,4.7
48019,Bandera,2026-07-01,4.5
48021,Bastrop,2026-07-01,4.3
48023,Baylor,2026-07-01,3.2
48025,Bee,2026-07-01,5.3
48027,Bell,2026-07-01,5.4
48029,Bexar,2026-07-01,4.7
48031,Blanco,2026-07-01,3.9
48033,Borden,2026-07-01,5.1
48035,Bosque,2026-07-01,4.6
48037,Bowie,2026-07-01,4.8
48039,Brazoria,2026-07-01,5.4
48041,Brazos,2026-07-01,4.3
48043,Brewster,2026-07-01,3.3
48045,Briscoe,2026-07-01,3.7
48047,Brooks,2026-07-01,5.1
48049,Brown,2026-07-01,4.5
48051,Burleson,2026-07-01,4.1
48053,Burnet,2026-07-01,4.1
48055,Caldwell,2026-07-01,4.4
48057,Calhoun,2026-07-01,4.5
48059,Callahan,2026-07-01,3.7
48061,Cameron,2026-07-01,7
48063,Camp,2026-07-01,5.5
48065,Carson,2026-07-01,3.7
48067,Cass,2026-07-01,5.7
48069,Castro,2026-07-01,3.4
48071,Chambers,2026-07-01,5.5
48073,Cherokee,2026-07-01,4.9
48075,Childress,2026-07-01,2.7
48077,Clay,2026-07-01,4.3
48079,Cochran,2026-07-01,4.7
48081,Coke,2026-07-01,3
48083,Coleman,2026-07-01,4.2
48085,Collin,2026-07-01,4.6
48087,Collingsworth,2026-07-01,3.9
48089,Colorado,2026-07-01,4.1
48091,Comal,2026-07-01,4.4
48093,Comanche,2026-07-01,3.8
48095,Concho,2026-07-01,4.2
48097,Cooke,2026-07-01,3.8
48099,Coryell,2026-07-01,5.4
48101,Cottle,2026-07-01,2
48103,Crane,2026-07-01,3.1
48105,Crockett,2026-07-01,3.1
48107,Crosby,2026-07-01,4.7
48109,Culberson,2026-07-01,3.9
48111,Dallam,2026-07-01,3.3
48113,Dallas,2026-07-01,4.7
48115,Dawson,2026-07-01,4.7
48117,Deaf Smith,2026-07-01,4.1
48119,Delta,2026-07-01,5
48121,Denton,2026-07-01,4.3
48123,DeWitt,2026-07-01,5.4
48125,Dickens,2026-07-01,3.7
48127,Dimmit,2026-07-01,8.6
48129,Donley,2026-07-01,5.4
48131,Duval,2026-07-01,5.7
48133,Eastland,2026-07-01,6.5
48135,Ector,2026-07-01,4.3
48137,Edwards,2026-07-01,3.4
48139,Ellis,2026-07-01,4.5
48141,El Paso,2026-07-01,4.8
48143,Erath,2026-07-01,4.3
48145,Falls,2026-07-01,4.4
48147,Fannin,2026-07-01,4.4
48149,Fayette,2026-07-01,4.4
48151,Fisher,2026-07-01,3.4
48153,Floyd,2026-07-01,4.2
48155,Foard,2026-07-01,3.8
48157,Fort Bend,2026-07-01,5
48159,Franklin,2026-07-01,4.2
48161,Freestone,2026-07-01,5.3
48163,Frio,2026-07-01,6.2
48165,Gaines,2026-07-01,3.5
48167,Galveston,2026-07-01,5.1
48169,Garza,2026-07-01,5.4
48171,Gillespie,2026-07-01,3.5
48173,Glasscock,2026-07-01,2.8
48175,Goliad,2026-07-01,5.7
48177,Gonzales,2026-07-01,4.3
48179,Gray,2026-07-01,4.2
48181,Grayson,2026-07-01,4.6
48183,Gregg,2026-07-01,5.2
48185,Grimes,2026-07-01,5.4
48187,Guadalupe,2026-07-01,4.5
48189,Hale,2026-07-01,5.2
48191,Hall,2026-07-01,4.8
48193,Hamilton,2026-07-01,5
48195,Hansford,2026-07-01,4.2
48197,Hardeman,2026-07-01,3.7
48199,Hardin,2026-07-01,5
48201,Harris,2026-07-01,5.2
48203,Harrison,2026-07-01,5.2
48205,Hartley,2026-07-01,3.6
48207,Haskell,2026-07-01,4.5
48209,Hays,2026-07-01,4
48211,Hemphill,2026-07-01,5.2
48213,Henderson,2026-07-01,5.1
48215,Hidalgo,2026-07-01,6.8
48217,Hill,2026-07-01,4.4
48219,Hockley,2026-07-01,4.3
48221,Hood,2026-07-01,4.8
48223,Hopkins,2026-07-01,3.9
48225,Houston,2026-07-01,5.2
48227,Howard,2026-07-01,5
48229,Hudspeth,2026-07-01,4.8
48231,Hunt,2026-07-01,4.8
48233,Hutchinson,2026-07-01,4.6
48235,Irion,2026-07-01,4.1
48237,Jack,2026-07-01,5.5
48239,Jackson,2026-07-01,4.8
48241,Jasper,2026-07-01,6.6
48243,Jeff Davis,2026-07-01,5
48245,Jefferson,2026-07-01,6.6
48247,Jim Hogg,2026-07-01,4.5
48249,Jim Wells,2026-07-01,6.3
48251,Johnson,2026-07-01,4.3
48253,Jones,2026-07-01,4.2
48255,Karnes,2026-07-01,4.6
48257,Kaufman,2026-07-01,4.9
48259,Kendall,2026-07-01,3.9
48261,Kenedy,2026-07-01,7.8
48263,Kent,2026-07-01,3.8
48265,Kerr,2026-07-01,3.8
48267,Kimble,2026-07-01,4.4
48269,King,2026-07-01,2.3
48271,Kinney,2026-07-01,4.6
48273,Kleberg,2026-07-01,5.5
48275,Knox,2026-07-01,3.7
48277,Lamar,2026-07-01,5.4
48279,Lamb,2026-07-01,3.9
48281,Lampasas,2026-07-01,4.9
48283,La Salle,2026-07-01,4.4
48285,Lavaca,2026-07-01,3.9
48287,Lee,2026-07-01,4.3
48289,Leon,2026-07-01,4.2
48291,Liberty,2026-07-01,6.4
48293,Limestone,2026-07-01,4.7
48295,Lipscomb,2026-07-01,3.5
48297,Live Oak,2026-07-01,5.9
48299,Llano,2026-07-01,4.4
48301,Loving,2026-07-01,0.7
48303,Lubbock,2026-07-01,4.3
48305,Lynn,2026-07-01,3.9
48307,McCulloch,2026-07-01,5.6
48309,McLennan,2026-07-01,4.6
48311,McMullen,2026-07-01,7.1
48313,Madison,2026-07-01,6.2
48315,Marion,2026-07-01,6.5
48317,Martin,2026-07-01,3.3
48319,Mason,2026-07-01,4
48321,Matagorda,2026-07-01,6.1
48323,Maverick,2026-07-01,8.3
48325,Medina,2026-07-01,4.8
48327,Menard,2026-07-01,4.9
48329,Midland,2026-07-01,3.4
48331,Milam,2026-07-01,4.8
48333,Mills,2026-07-01,3.6
48335,Mitchell,2026-07-01,3.7
48337,Montague,2026-07-01,4.8
48339,Montgomery,2026-07-01,4.8
48341,Moore,2026-07-01,3.4
48343,Morris,2026-07-01,6.4
48345,Motley,2026-07-01,5.2
48347,Nacogdoches,2026-07-01,5.6
48349,Navarro,2026-07-01,5.4
48351,Newton,2026-07-01,6.8
48353,Nolan,2026-07-01,4.7
48355,Nueces,2026-07-01,4.9
48357,Ochiltree,2026-07-01,3.5
48359,Oldham,2026-07-01,3.5
48361,Orange,2026-07-01,5.6
48363,Palo Pinto,2026-07-01,4.5
48365,Panola,2026-07-01,5.6
48367,Parker,2026-07-01,3.9
48369,Parmer,2026-07-01,3.4
48371,Pecos,2026-07-01,5
48373,Polk,2026-07-01,5.3
48375,Potter,2026-07-01,4.7
48377,Presidio,2026-07-01,6.7
48379,Rains,2026-07-01,4.8
48381,Randall,2026-07-01,3.5
48383,Reagan,2026-07-01,4.8
48385,Real,2026-07-01,4.7
48387,Red River,2026-07-01,5.7
48389,Reeves,2026-07-01,4.1
48391,Refugio,2026-07-01,5.7
48393,Roberts,2026-07-01,4.9
48395,Robertson,2026-07-01,4.9
48397,Rockwall,2026-07-01,4.2
48399,Runnels,2026-07-01,4
48401,Rusk,2026-07-01,5
48403,Sabine,2026-07-01,7.5
48405,San Augustine,2026-07-01,5.8
48407,San Jacinto,2026-07-01,5.8
48409,San Patricio,2026-07-01,5.4
48411,San Saba,2026-07-01,4.4
48413,Schleicher,2026-07-01,4.8
48415,Scurry,2026-07-01,4.6
48417,Shackelford,2026-07-01,3.8
48419,Shelby,2026-07-01,5.9
48421,Sherman,2026-07-01,3.2
48423,Smith,2026-07-01,4.4
48425,Somervell,2026-07-01,4.9
48427,Starr,2026-07-01,9.9
48429,Stephens,2026-07-01,4.8
48431,Sterling,2026-07-01,3.7
48433,Stonewall,2026-07-01,2.3
48435,Sutton,2026-07-01,6.3
48437,Swisher,2026-07-01,4.4
48439,Tarrant,2026-07-01,4.6
48441,Taylor,2026-07-01,3.9
48443,Terrell,2026-07-01,3.9
48445,Terry,2026-07-01,4.7
48447,Throckmorton,2026-07-01,5
48449,Titus,2026-07-01,4.9
48451,Tom Green,2026-07-01,3.8
48453,Travis,2026-07-01,3.9
48455,Trinity,2026-07-01,6
48457,Tyler,2026-07-01,6.5
48459,Upshur,2026-07-01,5.1
48461,Upton,2026-07-01,2
48463,Uvalde,2026-07-01,5.3
48465,Val Verde,2026-07-01,5.5
48467,Van Zandt,2026-07-01,4.6
48469,Victoria,2026-07-01,4.7
48471,Walker,2026-07-01,5.2
48473,Waller,2026-07-01,6.1
48475,Ward,2026-07-01,4.2
48477,Washington,2026-07-01,4.4
48479,Webb,2026-07-01,4.8
48481,Wharton,2026-07-01,5.3
48483,Wheeler,2026-07-01,4.1
48485,Wichita,2026-07-01,4.6
48487,Wilbarger,2026-07-01,4.4
48489,Willacy,2026-07-01,7.6
48491,Williamson,2026-07-01,4.1
48493,Wilson,2026-07-01,4.4
48495,Winkler,2026-07-01,3.7
48497,Wise,2026-07-01,4.3
48499,Wood,2026-07-01,5.3
48501,Yoakum,2026-07-01,4.3
48503,Young,2026-07-01,3.8
48505,Zapata,2026-07-01,7.3
48507,Zavala,2026-07-01,7.6
